,0,1,2,3,4,5,6,7,8,9,10
634,239549, 159984, 241293, 183382, 225859, 205365, 192165, 202050, 193318, 170114,239549
635,192366, 240647, 213134, 237679, 222743, 209737, 251300, 187193, 239671, 232094,192366
636,223498, 220885, 220640, 213917, 245755, 183066, 205525, 189938, 241673, 243607,223498
637,189141, 203813, 230469, 235755, 164618, 236015, 210713, 226544, 171831, 189436,189141
638,242307, 202539, 229758, 199412, 157412, 170570, 231244, 238009, 239450, 243675,242307
639,202562, 240564, 209962, 242972, 144429, 171897, 251272, 220493, 239583, 229848,202562
640,216175, 212212, 247038, 140451, 221379, 230235, 200713, 177712, 236406, 205393,216175
641,205973, 220602, 230446, 211231, 221580, 110019, 241166, 232916, 228336, 237160,205973
642,45186, 231655, 214057, 199313, 212249, 251449, 243259, 230234, 228363, 200984,45186
643,220677, 241871, 223967, 240625, 198717, 171897, 223396, 219496, 211828, 227950,220677
644,221714, 179971, 214272, 219552, 160176, 235253, 214345, 235215, 240147, 173785,221714
645,223422, 238725, 240701, 204550, 167532, 234259, 238989, 234196, 152620, 229406,223422
646,231307, 239591, 232886, 213655, 230211, 240369, 238351, 202301, 246590, 239731,231307
647,183394, 221323, 166706, 213094, 125132, 238857, 221622, 184376, 240898, 239577,183394
648,222553, 222715, 219521, 239660, 190467, 238217, 164491, 233164, 231108, 192046,222553
649,52679, 203725, 172178, 242463, 230850, 209937, 242126, 237989, 244241, 241119,52679
650,219555, 210635, 238594, 159912, 182944, 171896, 242997, 53998, 174199, 245320,219555
651,206074, 233926, 162056, 211163, 222369, 244794, 231917, 216346, 251134, 223067,206074
652,224294, 245363, 116494, 202169, 236869, 205845, 169737, 222709, 185163, 221671,224294
653,158309, 248204, 242604, 217502, 191044, 212065, 204163, 236167, 216239, 220302,158309
654,200535, 236751, 222457, 231340, 198140, 204132, 208949, 250909, 233957, 235689,200535
655,178008, 242916, 186449, 178283, 215049, 198136, 202533, 252171, 20209, 231941,178008
656,39386, 231486, 214007, 245414, 208618, 142979, 198146, 237246, 205188, 237764,39386
657,195586, 250999, 213884, 214135, 229864, 167005, 244891, 244711, 238559, 237659,195586
658,164491, 230289, 240277, 204690, 199248, 240218, 219585, 200633, 163369, 219747,164491
659,198538, 231323, 190176, 225652, 234000, 244157, 221567, 233290, 248030, 216114,198538
660,244675, 170612, 229454, 189713, 209304, 214765, 41236, 185291, 220090, 203283,244675
661,186849, 156535, 216015, 243581, 240849, 235024, 237349, 198904, 223404, 205267,186849
662,193404, 241089, 202935, 169631, 219712, 200532, 189278, 247542, 206311, 12940,193404
663,159040, 212207, 241004, 209935, 244727, 219678, 251220, 233793, 214525, 135056,159040
664,209621, 234372, 233866, 198517, 202534, 235947, 215527, 166074, 205159, 172862,209621
665,245320, 163530, 225664, 241613, 240701, 181778, 183855, 231949, 239933, 184083,245320
666,229019, 230457, 232665, 245851, 248119, 231267, 198235, 208370, 216015, 220805,229019
667,232622, 236474, 251513, 224316, 233506, 251769, 230184, 248810, 217639, 206083,232622
668,243946, 202413, 204311, 202179, 170095, 226646, 234033, 227621, 180818, 216452,243946
669,232937, 252391, 190530, 232462, 201145, 198394, 234645, 240041, 235442, 207807,232937
670,205818, 239233, 222900, 225812, 234640, 216175, 233925, 159922, 238834, 233409,205818
671,215177, 251818, 226698, 190565, 216511, 230801, 184926, 236006, 244342, 53110,215177
672,227082, 186590, 199387, 182728, 198451, 236364, 183526, 205201, 210008, 226646,227082
673,239654, 245427, 206109, 207993, 183643, 230000, 243857, 205691, 220569, 172517,239654
674,237751, 238269, 204529, 46175, 214280, 235950, 198688, 229783, 252596, 192319,237751
675,251654, 224009, 226197, 202686, 210200, 221671, 193376, 245548, 146701, 204468,251654
676,190516, 228072, 199393, 207454, 213064, 224186, 214416, 220944, 201527, 232097,190516
677,235297, 231858, 243222, 214331, 223071, 199044, 223502, 227770, 244675, 233157,235297
678,206003, 198927, 242640, 202857, 228094, 243882, 159147, 232332, 242845, 229123,206003
679,210805, 252467, 190099, 252505, 222399, 247253, 210313, 182836, 203757, 248329,210805
680,206202, 210285, 235728, 244175, 230278, 201219, 221885, 242144, 240192, 219259,206202
681,202244, 167948, 241599, 203015, 221789, 229284, 238473, 237910, 238784, 247455,202244
682,101488, 214272, 245222, 241176, 205929, 201942, 186553, 228802, 213573, 236427,101488
683,216597, 204472, 189163, 203618, 246596, 138918, 238670, 245792, 238942, 211881,216597
684,152620, 206082, 245452, 250754, 241402, 240481, 208448, 192321, 136070, 202697,152620
685,219728, 182493, 227927, 206152, 238274, 240942, 168317, 252260, 212532, 234706,219728
686,202311, 235297, 190669, 159579, 163955, 191874, 240188, 230291, 223404, 229585,202311
687,194847, 209444, 251065, 229433, 201455, 167905, 170828, 241139, 243687, 212988,194847
688,236661, 216508, 202312, 138956, 212240, 159928, 227638, 192431, 232611, 189233,236661
689,239116, 234882, 236515, 193478, 220126, 238319, 214679, 177488, 239475, 237321,239116
690,239404, 244415, 242836, 235172, 223724, 216335, 227945, 237952, 227764, 152870,239404
691,251384, 228715, 231139, 245058, 230299, 221306, 233591, 244812, 241905, 245022,251384
692,243992, 229494, 232380, 189924, 229393, 218660, 219177, 239937, 230521, 240437,243992
693,205158, 232991, 184290, 243481, 195359, 206635, 160198, 233021, 216817, 250847,205158
694,244444, 214972, 211044, 236869, 239393, 191569, 222634, 211422, 210805, 225455,244444
695,211048, 219938, 213709, 247181, 226797, 217805, 245867, 205267, 190919, 232595,211048
696,239433, 248093, 238390, 252800, 178255, 232119, 152505, 222743, 242965, 211746,239433
697,192319, 204820, 212693, 246264, 176585, 168362, 246454, 233260, 242143, 200954,192319
698,159922, 205973, 210237, 236295, 189713, 159995, 251934, 234893, 178090, 221798,159922
699,238675, 205157, 222878, 223579, 188541, 228700, 210502, 224378, 252675, 170879,238675
700,231667, 212532, 198240, 202528, 206109, 236937, 206170, 225202, 230526, 172141,231667
701,245986, 215211, 224909, 214606, 221480, 238558, 194926, 226085, 189849, 206563,245986
702,210463, 188825, 235996, 236406, 211163, 235202, 241117, 211991, 237046, 159970,210463
703,215193, 250989, 234556, 183480, 207440, 204699, 170078, 242987, 251376, 250942,215193
704,201527, 198654, 250999, 233021, 207995, 203060, 235274, 242818, 49939, 239441,201527
705,184901, 226775, 231489, 158438, 245476, 239095, 224544, 239583, 245088, 202809,184901
706,228886, 201883, 216508, 223794, 220122, 229756, 205973, 251838, 251390, 214404,228886
707,212846, 235258, 171986, 224967, 229037, 207627, 205291, 226116, 237448, 215604,212846
708,239548, 174542, 166074, 247719, 190747, 221620, 189811, 184491, 148253, 230207,239548
709,122066, 194894, 230691, 232545, 183646, 191202, 213689, 202060, 204104, 202528,122066
710,238606, 198584, 239245, 222832, 234644, 190033, 220534, 225696, 208602, 225867,238606
711,232382, 230435, 245017, 212664, 240950, 230187, 227920, 252172, 241139, 238347,232382
712,221569, 241139, 233306, 239548, 243758, 227476, 238955, 177126, 244119, 187993,221569
713,183007, 219449, 244435, 238344, 146453, 238955, 246590, 230435, 190060, 170286,183007
714,239634, 200529, 188334, 212229, 216199, 208374, 246158, 189343, 252085, 231354,239634
715,205970, 235134, 216388, 155671, 142784, 239423, 178323, 239652, 198223, 223866,205970
716,238171, 210413, 180206, 212725, 230481, 214957, 170815, 215777, 235093, 238667,238171
717,240904, 235519, 248170, 220395, 211917, 240546, 190058, 235088, 186143, 202663,240904
718,220191, 230273, 208835, 215699, 219451, 205892, 235771, 178011, 157304, 169464,220191
719,245092, 237176, 235201, 182112, 214094, 186422, 208679, 155422, 241096, 212971,245092
720,240779, 156535, 245392, 203161, 181816, 232156, 224819, 228967, 229817, 251550,240779
721,213718, 243773, 217140, 235975, 193896, 239937, 205655, 242573, 203173, 230315,213718
722,197242, 199387, 243665, 189575, 242193, 214280, 240787, 251563, 237821, 238069,197242
723,213113, 232810, 208037, 214140, 226379, 158887, 234706, 163492, 229031, 178284,213113
724,211814, 209729, 227443, 237132, 223306, 181269, 244955, 181499, 199977, 216709,211814
725,239454, 190060, 169701, 125995, 197890, 209610, 250847, 202533, 210392, 188602,239454
726,250940, 222660, 226861, 200505, 240661, 137987, 226181, 228595, 210679, 148203,250940
727,237670, 179856, 230170, 186345, 233276, 233315, 251272, 198731, 224836, 237420,237670
728,238403, 225016, 222557, 214722, 229658, 230231, 180403, 240241, 222180, 172179,238403
729,239953, 243532, 214491, 228810, 236856, 203461, 230534, 235561, 200677, 182228,239953
730,191180, 183475, 230800, 205346, 242584, 206005, 219413, 223080, 189724, 244100,191180
731,240012, 242257, 171682, 768, 251768, 193707, 216346, 244361, 193310, 220478,240012
732,241301, 213666, 208421, 245500, 215336, 239822, 240664, 244625, 222557, 183955,241301
733,234380, 252329, 172850, 230019, 225531, 208679, 235419, 222438, 169216, 219793,234380
734,223581, 222240, 233785, 240351, 215527, 208892, 251766, 215118, 228610, 231866,223581
735,235991, 244083, 199044, 216302, 231027, 215026, 213113, 233306, 243877, 244234,235991
736,237994, 211006, 241090, 176526, 192448, 192043, 237783, 193310, 239361, 186646,237994
737,231650, 219090, 174381, 246730, 240589, 232564, 238110, 210381, 246045, 225614,231650
738,235397, 226129, 181964, 155422, 189280, 235975, 200980, 177971, 238286, 240275,235397
739,227656, 168435, 210010, 233033, 244272, 235381, 183691, 242079, 208764, 219087,227656
740,220815, 232136, 230430, 225542, 243808, 176583, 230919, 215247, 212997, 234760,220815
741,208174, 232665, 234078, 204502, 221014, 224151, 210488, 213874, 215886, 230674,208174
742,212255, 205167, 184895, 219759, 241086, 244160, 193738, 199964, 246001, 242196,212255
743,232444, 216466, 245475, 204850, 112244, 192158, 245135, 142794, 41236, 179547,232444
744,178218, 234667, 148711, 227511, 232081, 207429, 215162, 203930, 201943, 216447,178218
745,203315, 232382, 248201, 177733, 241392, 237829, 252181, 238301, 199287, 229317,203315
746,205369, 234994, 235088, 190589, 216284, 209435, 183211, 236248, 206577, 230457,205369
747,233999, 204024, 242883, 252023, 225604, 247833, 232907, 229491, 227163, 200386,233999
748,208852, 172283, 222156, 238785, 234787, 241007, 222248, 194679, 242637, 224770,208852
749,246155, 183559, 241363, 199392, 240800, 247825, 248541, 227770, 229393, 227185,246155
750,252400, 215455, 165509, 203590, 204136, 201042, 241341, 200918, 226777, 214134,252400
751,240650, 241334, 228558, 191327, 227823, 232704, 201515, 227236, 232372, 216466,240650
752,203629, 201981, 211245, 234295, 246829, 206635, 167532, 172112, 226181, 241871,203629
753,240426, 221539, 179822, 202474, 193469, 251857, 240941, 241403, 225511, 240037,240426
754,220165, 204830, 198135, 219813, 208520, 237736, 205525, 235271, 171868, 234894,220165
755,219514, 211915, 235514, 181910, 239116, 208088, 234824, 170514, 242689, 236047,219514
756,243070, 250737, 198624, 239872, 214777, 228104, 225869, 244006, 228593, 244559,243070
757,252384, 173815, 225790, 252091, 201438, 215970, 231392, 237635, 204041, 224444,252384
758,215969, 166706, 250949, 224018, 218540, 212038, 167697, 235477, 239158, 238588,215969
759,246935, 245377, 199384, 215449, 203067, 229359, 239361, 160078, 232149, 192596,246935
760,232919, 231885, 252509, 197961, 240286, 199556, 214338, 201526, 213334, 234239,232919
761,224585, 227274, 181733, 250905, 185189, 216811, 213120, 159578, 206202, 183497,224585
762,214351, 231606, 173030, 232623, 202731, 214327, 241737, 209065, 242467, 175961,214351
763,214485, 223271, 204337, 221631, 239035, 219709, 203393, 225068, 241981, 203815,214485
764,232916, 243160, 236020, 193932, 162328, 10899, 224967, 180818, 243513, 221141,232916
765,201455, 227599, 222404, 160101, 203315, 241861, 211237, 233219, 234747, 222577,201455
766,221696, 214601, 227290, 189035, 230230, 236703, 183460, 139668, 178051, 236403,221696
767,212990, 200713, 171828, 224121, 140445, 235775, 221425, 186745, 201265, 183580,212990
768,215527, 176568, 234073, 198006, 238715, 247391, 229781, 225666, 162875, 182688,215527
769,246593, 205361, 189221, 225161, 181780, 248058, 228665, 243945, 251517, 251366,246593
770,212628, 213388, 221462, 225708, 200689, 250884, 192170, 209484, 201484, 241028,212628
771,244810, 226296, 239645, 205599, 200485, 186521, 214506, 231415, 202541, 148729,244810
772,177953, 203619, 187193, 235999, 233196, 197511, 212532, 236629, 209818, 161807,177953
773,246263, 235215, 214660, 238602, 244177, 220502, 235527, 230278, 252503, 226583,246263
774,230149, 229756, 219258, 248548, 171688, 233306, 202549, 213189, 225669, 234580,230149
775,231818, 216511, 198138, 245497, 194248, 214445, 188166, 225843, 172175, 203528,231818
776,209800, 251325, 202787, 226561, 202474, 197166, 232415, 177017, 176732, 237279,209800
777,177761, 240959, 211433, 189233, 242249, 139727, 187925, 247332, 231841, 209889,177761
778,189780, 199577, 193896, 232505, 169539, 241649, 204826, 239905, 229543, 209698,189780
779,167532, 164568, 232270, 252891, 198347, 195262, 229991, 201536, 234580, 233079,167532
780,232898, 193781, 214876, 242710, 223468, 160073, 205469, 247411, 169426, 230789,232898
781,203067, 240507, 202079, 231442, 185195, 239707, 210264, 236871, 238074, 243497,203067
782,225602, 226075, 229053, 212260, 245029, 162397, 230175, 219727, 104389, 187924,225602
783,214747, 196150, 216134, 213597, 237981, 243201, 235237, 237310, 240218, 233446,214747
784,217649, 245940, 229537, 242165, 182822, 169710, 206074, 221972, 202799, 169607,217649
785,167532, 163570, 234645, 242181, 228413, 205548, 233372, 208165, 186781, 159918,167532
786,229894, 217140, 246748, 192982, 234153, 231113, 244267, 199906, 189177, 190669,229894
787,208384, 237449, 227746, 232250, 245388, 195057, 219886, 244835, 220658, 244919,208384
788,49486, 244430, 237391, 211438, 222188, 202518, 205973, 234747, 202686, 205485,49486
789,188959, 221711, 220051, 240101, 235611, 226604, 222511, 229104, 198749, 229359,188959
790,197975, 216047, 221234, 214094, 160204, 234906, 206134, 213377, 239480, 212932,197975
791,238194, 189263, 195365, 205556, 227746, 223271, 236028, 246801, 181848, 192259,238194
792,178051, 240899, 227558, 234966, 243364, 193317, 244756, 205659, 202827, 227052,178051
793,215656, 190937, 11381, 219787, 251134, 244881, 238593, 205153, 212298, 251513,215656
794,167549, 238301, 203570, 152880, 216563, 220862, 223969, 240701, 237342, 236480,167549
795,211327, 172743, 226630, 190824, 241419, 232541, 211094, 247269, 224395, 230029,211327
796,220054, 231392, 244818, 239928, 246466, 186941, 219522, 231664, 224916, 179696,220054
797,191688, 234791, 200593, 163369, 199482, 205365, 245288, 243348, 139443, 230144,191688
798,188081, 230320, 223744, 195011, 246010, 152454, 201354, 191154, 247131, 212979,188081
799,243513, 205075, 237133, 226624, 234818, 178589, 185122, 210249, 214158, 138083,243513
800,237736, 206306, 213689, 222420, 237339, 223071, 197926, 177906, 227227, 203225,237736
801,228113, 245138, 212513, 228698, 212692, 216503, 199421, 243034, 189061, 199689,228113
802,230169, 159916, 222052, 224403, 173401, 198039, 235216, 239107, 176246, 242749,230169
803,207763, 238379, 199021, 240497, 186832, 235303, 229724, 232432, 213814, 251846,207763
804,205158, 214983, 252569, 229949, 221702, 198094, 214972, 190516, 223953, 250924,205158
805,235419, 235947, 198177, 167666, 215999, 202648, 239965, 241493, 194022, 200145,235419
806,189167, 228595, 239409, 204506, 218591, 207939, 179616, 139259, 234645, 203486,189167
807,184431, 250955, 183249, 240898, 233871, 148803, 184474, 223868, 165784, 228212,184431
808,193478, 239696, 224403, 232539, 177404, 221819, 146996, 195359, 235771, 172648,193478
809,206058, 226447, 230621, 245448, 169907, 238550, 240956, 230184, 222246, 228091,206058
810,240175, 230215, 239807, 215990, 212632, 244881, 198504, 166838, 189492, 199726,240175
811,183066, 212106, 219285, 217730, 214185, 202539, 232656, 176545, 209840, 210028,183066
812,229349, 183819, 239747, 209981, 170183, 187072, 209301, 230480, 171082, 211461,229349
813,235890, 215247, 223124, 236557, 205402, 224982, 222692, 211009, 237184, 228886,235890
814,162123, 242334, 231383, 236861, 242452, 219467, 235303, 172962, 222544, 201870,162123
815,219728, 225563, 219731, 235377, 230393, 228386, 223115, 223653, 186519, 240753,219728
816,210463, 239589, 243446, 241483, 220873, 230055, 221653, 248784, 202166, 243066,210463
817,190508, 226698, 189403, 215183, 246032, 192125, 206083, 248709, 219931, 197647,190508
818,242028, 191648, 237632, 173147, 242614, 238236, 206629, 252076, 200922, 213203,242028
819,236754, 166928, 198692, 184599, 204638, 224108, 237222, 210490, 201172, 242150,236754
820,236375, 237786, 245687, 187347, 231655, 227565, 245606, 172283, 219709, 214772,236375
821,245045, 238490, 202970, 237973, 239340, 248843, 186200, 194089, 208636, 245714,245045
822,164959, 231663, 224030, 235699, 227866, 221580, 241488, 231733, 210409, 231396,164959
823,226161, 213017, 233939, 191390, 169000, 233305, 208834, 191924, 233957, 244970,226161
824,176920, 242987, 237391, 242545, 204637, 240618, 197975, 246452, 248071, 208992,176920
825,242710, 221788, 247640, 206411, 240314, 172179, 239858, 240347, 228082, 225036,242710
826,221647, 245009, 183346, 209297, 197083, 242686, 237201, 237329, 226679, 210697,221647
827,230320, 207675, 240988, 242493, 229650, 221569, 189865, 244478, 238599, 210312,230320
828,239409, 223332, 225810, 244452, 219683, 235969, 222878, 239107, 217217, 158370,239409
829,229252, 214972, 232985, 225873, 233068, 193091, 184229, 201114, 219259, 190883,229252
830,244496, 226450, 226787, 205548, 169600, 238962, 240563, 241575, 177802, 235889,244496
831,218659, 177906, 239438, 227706, 169539, 236178, 194924, 182427, 241311, 215390,218659
832,192708, 177544, 245351, 232870, 177159, 190457, 246008, 200106, 224826, 246750,192708
833,193728, 228675, 169464, 224095, 223069, 229255, 224859, 223550, 242125, 229349,193728
834,183024, 223080, 240131, 231711, 169281, 237695, 225625, 220057, 225996, 182422,183024
835,244157, 199305, 194932, 48940, 194727, 221809, 225355, 212560, 230466, 203965,244157
836,221859, 194999, 246654, 158626, 201146, 186681, 189457, 243481, 182412, 235656,221859
837,201512, 228593, 252177, 230496, 229991, 170514, 164568, 234111, 200360, 236590,201512
838,243500, 186745, 235261, 200395, 236841, 157407, 239131, 164568, 229764, 192241,243500
839,230621, 163865, 183254, 235950, 198630, 198731, 209440, 239367, 24630, 227584,230621
840,212273, 188693, 182713, 246714, 214933, 240785, 211864, 242562, 237003, 184220,212273
841,213905, 203483, 238588, 221286, 169424, 240283, 240876, 194794, 221930, 178218,213905
842,212678, 243097, 172529, 164459, 190658, 250832, 177802, 203570, 219785, 200228,212678
843,205291, 200309, 205970, 183285, 215216, 213922, 172317, 234239, 223736, 239580,205291
844,190516, 230872, 239589, 245553, 163418, 220452, 236474, 229507, 242531, 237280,190516
845,230900, 228017, 240546, 246617, 197990, 224230, 202035, 198138, 183559, 193844,230900
846,205485, 189509, 216594, 237658, 225355, 252717, 242187, 240808, 175379, 236028,205485
847,230390, 185189, 183130, 243156, 251748, 193422, 244112, 235258, 193076, 204939,230390
848,244995, 234286, 193850, 172290, 193111, 227767, 186941, 205386, 169933, 232740,244995
849,240646, 243885, 230273, 238222, 251749, 225604, 198244, 208384, 115533, 213626,240646
850,239330, 243369, 193945, 242324, 169447, 232164, 243801, 246560, 193116, 232895,239330
851,210626, 245382, 193337, 232122, 220253, 184133, 232316, 221549, 202426, 240730,210626
852,208188, 200145, 225479, 232869, 234235, 221696, 214238, 241731, 209462, 231227,208188
853,199909, 182836, 226492, 237695, 235699, 182469, 220128, 206109, 163955, 244915,199909
854,228713, 227740, 224977, 214135, 200609, 241551, 197079, 223925, 206463, 241655,228713
855,221610, 226698, 212625, 228047, 207421, 172960, 176942, 240710, 243881, 209413,221610
856,52326, 225285, 142677, 232636, 16254, 208852, 201549, 172939, 236638, 239744,52326
857,135891, 227278, 226652, 208165, 238222, 224836, 222825, 163187, 202125, 202321,135891
858,202050, 202311, 231628, 207789, 239341, 236196, 219717, 226271, 158969, 231917,202050
859,239941, 240535, 227143, 199779, 245348, 184823, 188042, 186405, 217805, 205559,239941
860,212165, 230386, 221700, 213490, 233591, 201927, 241207, 232168, 224855, 236960,212165
861,190483, 243613, 229643, 237848, 244020, 177621, 213559, 172672, 226568, 236461,190483
862,238319, 199809, 208861, 243539, 226754, 204497, 232314, 223721, 178253, 221680,238319
863,238137, 198608, 211173, 167519, 222519, 239250, 224008, 178589, 225845, 231352,238137
864,230334, 203455, 244740, 220708, 195057, 239634, 232250, 178750, 242155, 232031,230334
865,252596, 198624, 202909, 204838, 243122, 246825, 184283, 236624, 229047, 192608,252596
866,183066, 238372, 202182, 230086, 224633, 217502, 201271, 215604, 201922, 210280,183066
867,173533, 227796, 230479, 239498, 224686, 194020, 209954, 247875, 228584, 232105,173533
868,242452, 125995, 202204, 137406, 220886, 229010, 230661, 203431, 239499, 221700,242452
869,180293, 251065, 235036, 217998, 208852, 206295, 245699, 225075, 201815, 216190,180293
870,230779, 241068, 220362, 231056, 233288, 212910, 209750, 205670, 235093, 233911,230779
871,230209, 239824, 242863, 223597, 242176, 121134, 193804, 233212, 244859, 146748,230209
872,251071, 214187, 233288, 240800, 205295, 201945, 215162, 182112, 219664, 242627,251071
873,239362, 179527, 228791, 235699, 235036, 241696, 232238, 200989, 241913, 235152,239362
874,228983, 214380, 234022, 228874, 213937, 224218, 238460, 214876, 242746, 195262,228983
875,192043, 235913, 169586, 205212, 162280, 226382, 180746, 219731, 214533, 220532,192043
876,216815, 212513, 239335, 234399, 188930, 232848, 234236, 163824, 243155, 206154,216815
877,10899, 209528, 214807, 223229, 247333, 235947, 208459, 251878, 225440, 210042,10899
878,244363, 214506, 219688, 138704, 213956, 240919, 121944, 208992, 240114, 207806,244363
879,191687, 224949, 202771, 198354, 231650, 219522, 215716, 232910, 216048, 219740,191687
880,226385, 209485, 236871, 209723, 200298, 232848, 198702, 206629, 178008, 236368,226385
881,244343, 236071, 229255, 140233, 202465, 243049, 238969, 218887, 228211, 172939,244343
882,214386, 176942, 180352, 222515, 160029, 252471, 238780, 169648, 216459, 212133,214386
883,183228, 210944, 223154, 232097, 245587, 230640, 210923, 239677, 231237, 198784,183228
884,243952, 54050, 247969, 251386, 205999, 238955, 222724, 204642, 192658, 247059,243952
885,166937, 229530, 190607, 236365, 212624, 226382, 231650, 137785, 188038, 229065,166937
886,161832, 189177, 223653, 230397, 232713, 53998, 230274, 205990, 244217, 230499,161832
887,232769, 209061, 161667, 223381, 158942, 162280, 239845, 230984, 239660, 198322,232769
888,236248, 252391, 246664, 219487, 236841, 198347, 247458, 205410, 242598, 163616,236248
889,211227, 205861, 236196, 245234, 238374, 222599, 205892, 234740, 220602, 237223,211227
890,215211, 176137, 184432, 224982, 211147, 244025, 234751, 251326, 244415, 157503,215211
891,214965, 177621, 205289, 238684, 247309, 191154, 233142, 231352, 195038, 229605,214965
892,214163, 182681, 232145, 244530, 213718, 187035, 176636, 225145, 178418, 202848,214163
893,239086, 240455, 212035, 237926, 242270, 202799, 229404, 221306, 186969, 230276,239086
894,223537, 212626, 239712, 207444, 184944, 161804, 193061, 208047, 231416, 225850,223537
895,210046, 194932, 240925, 211917, 49939, 220035, 199770, 241462, 148496, 214144,210046
896,214817, 186119, 226122, 222639, 205363, 221246, 192302, 207899, 237131, 101488,214817
897,204240, 208730, 224202, 233785, 229459, 229362, 224232, 233225, 199535, 198177,204240
898,204709, 224407, 202780, 210556, 242165, 197083, 171831, 207644, 156221, 224418,204709
899,207633, 233543, 199159, 134744, 184781, 208375, 217940, 208297, 220172, 251782,207633
900,227445, 230900, 230531, 185205, 223197, 229585, 222277, 206492, 177761, 207872,227445
901,221838, 244939, 49939, 202539, 186648, 243608, 240018, 215812, 233164, 248880,221838
902,205364, 111661, 221379, 164339, 230354, 235553, 223907, 183899, 217502, 208776,205364
903,202803, 238214, 220932, 230086, 236248, 193081, 232500, 241408, 239776, 222024,202803
904,230273, 239480, 214177, 230443, 189105, 195038, 209834, 250947, 233943, 245714,230273
905,175608, 206650, 232067, 235522, 238577, 235889, 212616, 238697, 204100, 140293,175608
906,199559, 191996, 184397, 204699, 238049, 240323, 236343, 228770, 193697, 199305,199559
907,223138, 190239, 224021, 226112, 103496, 241476, 234930, 235996, 165109, 245796,223138
908,246113, 235518, 245553, 223670, 177696, 238290, 243919, 231105, 185291, 236950,246113
909,214659, 223186, 125871, 223938, 238680, 231691, 243500, 148696, 242802, 212513,214659
910,199014, 200271, 247865, 192371, 237655, 168583, 204220, 150659, 219258, 232832,199014
911,220575, 187075, 216442, 178430, 191068, 239028, 193706, 181015, 225478, 214146,220575
912,235947, 149727, 205370, 203618, 212040, 210028, 198990, 202986, 242637, 230361,235947
913,160293, 196930, 203529, 241171, 219285, 232325, 177953, 171986, 247524, 233225,160293
914,189242, 199421, 214807, 251912, 213725, 227412, 136070, 200697, 228033, 235457,189242
915,241575, 204699, 234515, 208269, 230149, 243994, 162297, 212385, 216791, 235300,241575
916,138153, 236613, 201971, 195357, 215321, 236697, 193601, 228999, 243599, 225589,138153
917,224253, 240646, 227675, 232441, 242748, 168950, 183955, 209169, 228091, 185187,224253
918,172232, 252863, 221695, 232620, 216172, 204307, 228644, 234497, 192778, 198589,172232
919,188625, 185431, 209001, 250882, 225693, 187961, 230299, 158370, 183475, 191379,188625
920,219725, 242144, 190972, 201549, 251939, 221130, 226376, 214440, 243992, 234376,219725
921,209454, 202182, 228611, 236651, 193091, 237293, 252513, 240063, 107261, 205085,209454
922,223404, 243896, 232439, 238911, 198394, 246423, 240499, 229643, 236331, 200302,223404
923,236645, 242187, 156920, 252079, 230779, 186590, 204895, 182617, 203890, 177528,236645
924,252547, 252560, 227224, 199815, 209610, 238235, 148684, 245435, 244647, 213516,252547
925,244099, 243903, 205559, 231745, 202335, 233221, 252366, 199419, 170632, 246249,244099
926,230368, 240531, 236488, 233092, 233034, 231077, 190034, 199284, 212513, 216549,230368
927,247332, 235046, 211720, 198244, 201271, 215294, 236365, 194171, 188602, 221700,247332
928,230291, 216079, 235151, 238693, 202474, 179971, 219413, 200130, 212624, 234239,230291
929,227813, 241206, 215970, 243141, 230869, 244050, 224665, 205158, 211784, 191814,227813
930,239461, 203423, 201536, 182520, 203292, 160741, 236991, 235190, 236498, 241129,239461
931,244082, 189105, 230587, 239886, 243244, 224158, 239351, 177793, 238297, 102593,244082
932,216068, 241613, 198584, 225455, 244530, 210806, 205556, 215028, 183540, 235068,216068
933,234073, 190542, 202780, 221944, 169600, 234414, 207421, 159080, 213665, 231390,234073
934,213871, 214986, 201325, 188765, 229446, 211833, 208835, 159366, 240227, 237886,213871
935,190589, 123611, 252094, 219900, 233260, 244020, 247993, 200292, 200918, 225169,190589
936,226783, 212715, 225115, 225474, 202493, 244216, 207657, 173030, 244448, 206106,226783
937,181271, 181307, 163351, 159983, 230521, 231207, 248573, 229245, 252335, 205724,181271
938,197496, 198899, 199890, 240007, 233717, 217803, 242079, 173891, 186695, 245577,197496
939,184136, 225666, 213648, 247072, 198701, 211061, 226033, 233442, 218182, 227558,184136
940,237366, 252018, 238235, 240212, 239050, 240039, 245503, 230502, 240997, 221573,237366
941,240984, 156478, 235093, 220658, 252024, 184120, 228707, 219967, 223967, 215321,240984
942,250847, 247332, 236344, 234716, 179822, 215228, 235926, 242987, 200773, 231298,250847
943,240926, 252201, 201447, 240119, 199891, 234297, 199170, 209662, 236657, 245427,240926
944,245523, 195365, 223679, 225995, 205691, 212120, 230269, 204337, 216110, 227950,245523
945,237269, 229756, 246106, 166706, 216191, 228692, 238236, 226835, 245037, 220814,237269
946,227995, 252113, 165493, 224230, 182695, 188829, 211268, 173227, 211001, 190059,227995
947,238105, 137686, 203619, 191569, 194785, 233207, 237509, 239259, 214874, 223511,238105
948,216284, 178218, 235237, 250857, 210635, 45595, 216048, 233911, 191848, 190483,216284
949,212814, 222153, 206402, 243521, 228999, 205402, 188924, 213432, 146758, 160165,212814
950,251517, 242769, 230977, 192660, 238820, 227823, 240336, 205961, 207887, 202193,251517
